POINT_ID,Landcover,Landuse,Clay_SOC_score,OC_score,P_score,N_score,K_score,bulk_density_score,EC_score,erosion_score,pH_score,SHI
34202854,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,2,2,3.1
32521750,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
32401666,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,2,4,4,4,4,4,3,3.4
33122156,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,3,2.75
35523634,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,3,4,4,4,1,3.5
32461700,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,3,2.9
32621810,Woodland,Semi-natural and natural areas not in use,3,4,1,4,4,4,4,4,3,3.55
32821946,Grassland,Semi-natural and natural areas not in use,4,4,3,4,4,4,4,4,3,3.85
32902000,Woodland,Semi-natural and natural areas not in use,3,3,1,4,4,4,4,1,3,3.0
33062106,Bareland,Fallow land,2,2,4,4,4,4,4,4,2,3.2
32561764,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,1,2,2.6
32721874,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,3,2.7
33082116,Bareland,Fallow land,1,2,4,4,4,4,2,4,3,3.05
32521732,Grassland,Semi-natural and natural areas not in use,3,3,1,4,4,4,4,4,3,3.3
32541744,Shrubland,Semi-natural and natural areas not in use,4,4,4,4,4,2,4,4,2,3.6
33222206,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,3,4,4,3,2.55
32541738,Bareland,Fallow land,1,1,3,4,4,4,4,2,2,2.55
32721860,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,4,3,2.85
32661818,Shrubland,Semi-natural and natural areas not in use,4,4,2,4,4,3,4,4,2,3.55
32721856,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,1,4,4,2,2.75
33102114,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,2,2,3.25
33042072,Shrubland,Semi-natural and natural areas not in use,4,4,3,4,4,4,4,4,3,3.85
33302242,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,1,3,2.8
33062080,Woodland,Semi-natural and natural areas not in use,3,4,1,4,4,4,4,4,3,3.55
33122120,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3,3.5
33182158,Woodland,Forestry,3,3,3,4,4,3,4,4,2,3.3
32901968,Woodland,Forestry,4,4,3,4,4,4,4,4,3,3.85
35523608,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,3,4,4,4,2,3.6
32681814,Woodland,Forestry,4,4,2,4,4,4,4,4,3,3.75
33262202,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
32741848,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,2,3.3
32701818,Grassland,Semi-natural and natural areas not in use,3,4,3,4,4,4,4,4,3,3.75
33062062,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2,3.35
33122098,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,2,2,2.65
32901942,Woodland,Forestry,4,4,2,4,4,4,4,4,3,3.75
33002010,Woodland,Forestry,3,3,1,4,4,3,4,4,4,3.2
32741830,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,3,4,4,2,2.4
33142100,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,2,2,2.65
33062044,Woodland,Semi-natural and natural areas not in use,4,4,3,4,4,4,4,4,3,3.85
33022016,Woodland,Semi-natural and natural areas not in use,4,4,3,4,4,4,4,4,2,3.8
33182122,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,2,3.2
34262824,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,2,1,3.05
34282836,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,2,2,3.2
33062038,Woodland,Forestry,3,4,2,4,4,4,4,4,3,3.65
32821870,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,4,2,2.8
32941940,Woodland,Forestry,4,4,2,4,4,4,4,4,4,3.8
32901910,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,4,2,2.6
33102046,Woodland,Semi-natural and natural areas not in use,3,4,3,4,4,4,4,4,3,3.75
33402246,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,1,3,2.85
32841864,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
33442270,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,4,4,4,4,3,3.85
34943222,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,3,3.85
32781818,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,3,3,3.25
33162080,Woodland,Semi-natural and natural areas not in use,4,4,3,4,4,4,4,4,3,3.85
35423508,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,1,3.75
33062008,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,4,4,4,4,3,3.85
33122048,Woodland,Semi-natural and natural areas not in use,3,4,3,4,4,4,4,4,2,3.7
32701756,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,3,4,4,2,2.85
34182744,Grassland,Semi-natural and natural areas not in use,3,4,2,4,4,4,4,4,2,3.6
33502294,Woodland,Forestry,4,4,2,4,3,4,4,4,1,3.55
33202088,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2,2.85
32801810,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
32901878,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
32861850,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,2,2,2.85
33182064,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2,3.35
33001938,Woodland,Forestry,1,1,2,4,3,4,4,4,3,2.6
33162048,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,2,2.95
33102006,Shrubland,Semi-natural and natural areas not in use,3,4,2,4,4,4,4,4,3,3.65
33061972,Woodland,Forestry,2,3,3,4,4,3,4,4,3,3.25
33402202,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
33182050,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2,2.85
34462890,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,2,3.05
33222076,Shrubland,Semi-natural and natural areas not in use,3,3,3,4,4,3,4,4,2,3.3
33222072,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,2,2,2.65
34222730,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,3,4,4,4,1,3.15
32861814,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
33202038,Woodland,Semi-natural and natural areas not in use,2,4,2,4,4,4,4,4,3,3.55
34382818,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3,3.1
33582292,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
34322776,Grassland,Fallow land,3,3,4,4,4,3,4,4,2,3.4
33282078,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2,3.1
32981868,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,3,2,2.75
33642298,Woodland,Forestry,4,4,3,4,4,4,4,4,1,3.75
33542230,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,3,3.15
34723000,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,2,3.05
33462168,Bareland,Fallow land,1,1,4,4,4,3,4,3,2,2.6
33382110,Grassland,Other abandoned areas,1,1,4,4,4,3,4,1,2,2.4
33362096,Grassland,Semi-natural and natural areas not in use,2,2,3,4,4,3,4,4,3,3.0
33602260,Grassland,Fallow land,1,2,4,4,4,2,4,2,2,2.6
34302720,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,1,4,4,2,2.5
32981822,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,4,2,2.4
33081892,Grassland,Fallow land,1,1,4,4,4,3,4,4,3,2.75
33622266,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,3,3.15
33342062,Bareland,Fallow land,1,1,4,4,4,2,4,4,3,2.6
32961790,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
34562872,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,3,4,3.05
33081874,Grassland,Fallow land,1,1,4,4,4,3,4,4,2,2.7
33322042,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2,3.1
33322034,Bareland,Fallow land,1,1,4,4,4,4,4,4,2,2.85
33362060,Shrubland,Semi-natural and natural areas not in use,2,3,2,4,4,4,4,4,2,3.25
33562196,Bareland,Fallow land,2,2,4,4,4,4,4,4,4,3.3
33742314,Woodland,Forestry,3,4,1,4,3,4,4,4,1,3.35
33342038,Bareland,Fallow land,1,2,4,4,4,4,4,4,3,3.15
33261978,Woodland,Forestry,4,4,4,4,4,4,4,4,3,3.95
33362046,Woodland,Semi-natural and natural areas not in use,3,1,4,4,3,1,4,4,2,2.5
34803004,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2,3.9
34342702,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,3,4,4,4,1,3.15
33402066,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
33722284,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,1,3.85
33662236,Grassland,Fallow land,1,1,4,4,4,3,4,4,2,2.7
32901694,Grassland,Semi-natural and natural areas not in use,1,1,4,4,4,4,4,4,2,2.85
33582174,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,2,3.05
33442076,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,1,3,2.85
33001754,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,2,4,4,4,4,4,3,2.95
33762288,Shrubland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,2,4,4,4,4,3.8
34562818,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,3,4,4,1,3.6
34402712,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,3,2,3.3
33301954,Woodland,Forestry,1,1,3,4,4,2,4,4,4,2.55
33382002,Shrubland,Semi-natural and natural areas not in use,2,2,2,4,4,3,4,4,2,2.85
34622842,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,2,2,2.85
33462052,Shrubland,Semi-natural and natural areas not in use,2,3,2,4,4,4,4,4,3,3.3
33822298,Woodland,Forestry,3,4,4,4,4,4,4,4,1,3.75
34662858,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,3,3,4,4,1,3.15
33422016,Shrubland,Semi-natural and natural areas not in use,4,4,3,4,4,4,4,4,3,3.85
33161828,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,1,4,4,2,3.45
33762252,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,1,2,2.9
34442708,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,3,2,2.8
33141808,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,2,3.4
33702206,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,3,3.25
33261874,Bareland,Fallow land,1,1,4,4,4,3,4,4,2,2.7
33642142,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2,2.85
33181812,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
34762898,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,4,3.5
34622806,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,1,3.0
34742884,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,2,3.4
33421980,Shrubland,Semi-natural and natural areas not in use,3,4,1,4,4,3,4,4,3,3.4
34902982,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,1,4,3,4,4,4,1,3.1
33522038,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,4,2,2.6
34862944,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,3,4,4,4,3,3.75
33241828,Grassland,Fallow land,1,1,4,4,4,3,4,1,2,2.4
33081708,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,2,4,2,3.7
33542042,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2,3.1
33722168,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,2,3.05
33221806,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,2,3.4
33301858,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
33141740,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
33742170,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,3,2,2.45
33762184,Bareland,Fallow land,1,2,4,4,4,4,4,4,2,3.1
35603400,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,3,4,4,4,4,4,2,3.6
33902280,Woodland,Forestry,3,4,3,4,3,4,4,4,2,3.6
33662110,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,3,3.45
33722150,Bareland,Fallow land,2,1,4,4,4,3,2,4,2,2.7
33241804,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
34542712,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,3,3,4,1,2,2.75
34522698,Grassland,Community services,2,1,4,4,4,2,4,2,2,2.45
33161742,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,1,3,2.6
34902946,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,3,4,4,4,2,3.7
33281826,Bareland,Fallow land,1,1,4,4,4,3,4,4,2,2.7
33562026,Woodland,Forestry,3,3,1,4,4,3,4,4,2,3.1
34482660,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,1,4,2.75
33842218,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,3,2,3.0
33862232,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
33141710,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,3,4,2,3.05
33161724,Bareland,Fallow land,1,1,3,4,4,3,3,4,2,2.55
33582030,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2,2.85
33602044,Shrubland,Semi-natural and natural areas not in use,4,3,4,4,4,4,4,4,2,3.65
34562704,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,2,4,1,2,2.95
33722122,Grassland,Semi-natural and natural areas not in use,3,3,4,4,4,3,4,4,2,3.4
33842206,Grassland,Fallow land,1,2,1,4,4,3,4,4,2,2.65
34762834,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,2,4,4,1,3.1
33762144,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,3,4,2,3.05
33582012,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,4,2,3.0
33341832,Woodland,Forestry,2,2,4,4,4,3,4,3,2,2.95
34862890,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,4,2,3.15
33882218,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2,3.1
33582000,Bareland,Fallow land,1,2,4,4,4,3,4,4,2,2.95
33642042,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,3,3.45
33481922,Woodland,Semi-natural and natural areas not in use,3,1,3,4,4,3,4,4,3,2.85
33181700,Grassland,Fallow land,1,2,3,4,4,4,4,4,2,3.0
33742110,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,3,3,3.5
33581994,Woodland,Semi-natural and natural areas not in use,2,1,3,4,4,1,4,4,4,2.5
33602008,Grassland,Fallow land,2,3,4,4,4,3,4,1,2,3.0
33882200,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,3,3.25
33722082,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,3,3.0
33682052,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,2,4,2,2,2.15
33842164,Grassland,Semi-natural and natural areas not in use,3,3,4,4,4,4,4,3,2,3.45
33541946,Woodland,Forestry,2,3,4,4,4,3,4,4,3,3.35
34582676,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,1,4,4,2,2.65
35843492,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3,3.35
33762094,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,3,2.75
34022278,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,1,4,4,4,4,4,4,3.6
33662020,Bareland,Fallow land,2,3,4,4,4,2,4,4,2,3.15
33862160,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,3,2,3.0
33621986,Bareland,Fallow land,2,2,4,4,4,2,4,4,2,2.9
34922890,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,4,4,4,3,3.35
33942216,Grassland,Fallow land,2,2,4,4,4,2,4,4,2,2.9
33922196,Bareland,Fallow land,2,2,4,4,4,3,4,4,3,3.1
34722748,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,3,4,2,4,4,2,2,2.7
33641988,Woodland,Semi-natural and natural areas not in use,3,4,4,4,4,3,4,4,3,3.7
33662002,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,1,4,3,2,2.2
33982230,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2,2.7
33682010,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
33702020,Woodland,Semi-natural and natural areas not in use,2,3,1,4,4,3,4,4,3,3.05
33782074,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,3,2,2.95
34922866,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,4,2,3.15
33681992,Bareland,Fallow land,1,1,4,4,4,2,4,4,2,2.55
33942180,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,3,3.25
35042938,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3,3.1
33782062,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,2,4,4,3,2.85
33461826,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,2,2,2.5
33641952,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,1,4,4,2,4,4,3,2.55
33902140,Bareland,Fallow land,2,2,4,4,4,2,4,4,2,2.9
33962182,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3,3.35
33882116,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
34762730,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,3,4,4,2,2.95
33762022,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,1,4,4,2,4,4,3,2.55
33721992,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,4,2,2.4
34782740,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,3,4,2,3,2.8
33902114,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,1,4,4,3,2.35
33802036,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3,3.35
35903466,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,1,4,4,2,3.0
33802032,Shrubland,Semi-natural and natural areas not in use,3,4,2,4,4,4,4,4,3,3.65
33822042,Bareland,Fallow land,2,3,4,4,4,2,4,4,2,3.15
34702666,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3,3.1
35082924,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,3,3,4,4,2,3.3
34662634,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3,3.5
33802018,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,2,4,4,3,2.85
33962134,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,3,3.25
33741972,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,4,2,3.2
33862060,Shrubland,Semi-natural and natural areas not in use,3,2,4,4,4,2,4,2,4,2.9
33882074,Grassland,Fallow land,2,2,4,4,4,3,4,4,4,3.15
34022174,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,1,2,2.65
33822024,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
34742674,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,3,3,3.0
33781984,Bareland,Fallow land,1,1,4,4,4,2,4,1,2,2.25
33962116,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3,3.5
34002136,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,2,2.95
33862028,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,2,4,4,2,2.8
33441708,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,3,3,2,2.95
34922776,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,2,4,4,2,3.0
35763334,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,2,2,3.1
33962088,Bareland,Fallow land,1,1,2,4,4,2,4,4,3,2.4
34082176,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,2,3,2.8
34942784,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,3,3.45
33882026,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
33862010,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,2,2,2.5
33441690,Bareland,Fallow land,1,1,4,4,4,4,4,4,2,2.85
33902036,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,2,4,1,3,2.55
34302328,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,1,2,3.25
34742632,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3,3.5
33922038,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2,2.55
34242272,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,2,4,4,4,4,4,2,3.6
33641826,Grassland,Fallow land,2,3,4,4,4,3,4,4,3,3.35
35763316,Grassland,Fallow land,2,3,4,4,4,4,4,4,3,3.5
34882720,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,4,4,4,1,3.25
35583190,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,1,4,4,3,2.9
34982780,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,1,4,4,3,4,4,3,3.05
33922020,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,2,2,2.7
33521706,Bareland,Fallow land,1,2,4,4,4,4,4,3,2,3.0
34942744,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,1,2,2.9
35202922,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,3,4,4,4,2,3.45
33942022,Bareland,Fallow land,1,1,4,4,4,1,4,4,3,2.45
34162184,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,4,3,2.85
34402352,Woodland,Forestry,3,3,4,4,4,3,4,1,2,3.1
33901978,Woodland,Forestry,1,1,2,4,4,2,4,4,2,2.35
34342302,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,1,2,2.6
33601746,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,2,3.2
35202904,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,3,4,4,4,2,3.45
34182178,Bareland,Fallow land,1,1,4,4,4,2,4,4,2,2.55
33921980,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,1,4,4,2,2.2
33982022,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,2,4,4,2,2.7
34002034,Bareland,Fallow land,1,1,4,4,4,2,4,4,2,2.55
34102106,Grassland,Fallow land,4,2,1,4,4,4,2,4,3,3.05
35302960,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,2,3.45
34022044,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,2,4,4,2,4,4,2,2.6
34802604,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,3,3.4
34982730,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,3,4,4,1,2.9
35202882,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,2,3.4
34022030,Grassland,Semi-natural and natural areas not in use,3,3,1,4,4,4,4,4,2,3.25
33981990,Grassland,Semi-natural and natural areas not in use,2,1,4,4,4,1,4,4,3,2.55
35342964,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,3,4,4,4,1,3.4
35082784,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,3,4,4,2,3.65
34402298,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,3,3,4,1,2,2.9
34082060,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,2,2.9
34362268,Woodland,Forestry,3,4,1,4,3,4,4,4,2,3.4
36203536,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2,3.8
34182132,Grassland,Semi-natural and natural areas not in use,2,2,4,4,4,1,4,4,3,2.8
34202146,Shrubland,Semi-natural and natural areas not in use,2,2,4,4,4,3,2,1,3,2.7
