POINT_ID,Landcover,Landuse,Clay_SOC_score,OC_score,P_score,N_score,K_score,bulk_density_score,EC_score,erosion_score,pH_score
30541738,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2
31122070,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,1,4,4,2,4,4,4
31422234,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,2,2
31162082,Grassland,Semi-natural and natural areas not in use,1,1,4,4,4,3,4,1,4
31482262,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,2
30881910,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,3,4,4,3,4,4,2
30521698,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
31662352,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,1,4,4,4,4,4,1
30641768,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,1,2
30601738,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,3,4,4,2
31462234,Grassland,Fallow land,2,1,4,4,4,4,4,2,3
32602852,Woodland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,1
30521680,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,2,4,4,2
30681774,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,1,2
31422198,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,4,2
31262106,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,3,2
31362156,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,4
31222070,Woodland,Forestry,4,4,4,4,4,4,4,4,2
31302114,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,3,1
31542242,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,1,2
30621700,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,4,2
32822932,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,3
31422166,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,1,3
32802920,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2
30721756,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
31362128,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,3,4,1,4
32782906,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2
31081962,Bareland,Fallow land,1,1,3,4,3,3,4,1,2
31602256,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,3,3
31101964,Grassland,Fallow land,2,1,1,4,3,1,4,4,3
30721738,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,3,4,4,3
31482178,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,3
30781768,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,4,3
31422138,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3
32882938,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,3
30801772,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,4,4,4,3
30701712,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
34383700,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,2
31141966,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,1,2
31802344,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,3,4,4,4,2
30981866,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,1,3
31522178,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3
31702280,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2
30721702,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,4,4,4,2
31682260,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,3,2
31822338,Artificial land,"Electricity, gas and thermal power distribution",3,4,2,4,4,4,4,4,2
31542174,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,2
31041882,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,3,4,4,4,4,4,3
31782310,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,4,4,4,4,4,4,1
31021866,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,2,2
33363162,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,1
31001850,Woodland,Forestry,4,4,3,4,4,3,4,4,1
31702250,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,2,3
31462112,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,1,3
31322030,Grassland,Semi-natural and natural areas not in use,1,1,4,4,4,3,4,4,2
30861756,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,3
31522142,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,3
31201952,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,4,4,4,4
32942926,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,1,2
30881760,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,2,4,4,4,4,4,2
31582170,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,3
34403672,Grassland,"Amenities, museum, leisure (e.g. parks, botanical gardens)",4,4,3,4,4,4,4,4,1
31682218,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,2,2
31602166,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,3
31542128,Grassland,Forestry,4,3,4,4,4,4,4,1,3
31522114,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,3,3,4,4,2
31842298,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,2,4,4,3,4,4,1
31722228,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,3
31802268,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2
31602148,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3
30961768,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,1,2
31602144,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,3
31402026,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,1,3
31502084,Woodland,Forestry,4,4,3,4,4,4,4,4,1
31782246,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,2,2
30801664,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,3,1,2
30841686,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,2,2
31662172,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2
31782238,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2
31742212,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,3,2
31562104,Woodland,Semi-natural and natural areas not in use,2,1,1,3,1,4,4,4,1
31402008,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,2,2
31762214,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,3,3
31201884,Grassland,Fallow land,1,2,2,4,4,4,4,4,2
31642144,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,3
31802232,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,2,2
31301938,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2
31161848,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,1,3
31862260,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2
31602108,Woodland,Semi-natural and natural areas not in use,3,3,1,4,4,4,4,4,3
30861660,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,4,2,1,2
30981728,Grassland,Fallow land,1,2,3,4,4,4,4,4,2
31962306,Woodland,Semi-natural and natural areas not in use,4,3,4,4,4,4,4,4,3
32022340,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,2,4
31882258,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2
31261890,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,4,4,4,2
31722156,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,3
32062352,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,3,4,2,1
31361940,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2
31842222,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,2,4,2,2
31622092,Woodland,Forestry,3,2,2,4,3,4,4,4,2
31261876,Bareland,Fallow land,1,2,4,4,4,4,4,4,3
31802196,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,3,3
31622088,Woodland,Forestry,4,3,4,4,4,3,4,4,2
31862228,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,3,2
31762164,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,3
31461986,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
31321900,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,1,4
31902242,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,3,3
31381934,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,3,4,4,4,2
31722134,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,3
31361918,Bareland,Fallow land,1,1,2,4,4,4,4,2,2
31021708,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,2,4,4,3
31421950,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2
34083428,Woodland,Forestry,4,4,2,4,1,4,4,4,1
31862210,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
34543662,Woodland,Semi-natural and natural areas not in use,4,4,4,4,3,4,4,4,2
31301872,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,4,4,4,2
31722120,Shrubland,Semi-natural and natural areas not in use,2,2,3,4,4,4,4,4,3
31722110,Woodland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2
31842178,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,3
31141756,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,4,4,1,2
31001666,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,3,4,4,4,2,1,3
31782138,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,3,4,4,4,4,4,2
31541994,Artificial land,"Electricity, gas and thermal power distribution",2,1,4,4,4,3,2,4,3
31341872,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,2
32162358,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,1
32022276,Shrubland,Semi-natural and natural areas not in use,3,4,1,4,4,3,4,4,3
31521980,Bareland,Fallow land,1,1,4,4,4,4,4,3,2
31281834,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,1,4,4,2
30981646,Woodland,Forestry,4,4,4,4,3,1,4,4,3
31742108,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,4
31561992,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,2,3
31862170,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,3,3
33082864,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2
32002248,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,2,4,4,4,4,2,2
33062848,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2
31161740,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,2,4,4,3
31561978,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,2
31141720,Woodland,Forestry,2,4,2,4,4,3,4,4,3
31602000,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,3,2
31942200,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,2,2
32202352,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,3,2
31361850,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,4,4,3,2
31642018,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,3
31501930,Bareland,Fallow land,3,4,4,4,4,4,4,4,2
31241766,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,2
31401864,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
31782094,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,1
31581972,Bareland,Fallow land,1,1,4,4,4,4,4,4,2
32202340,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,2,1
31862134,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,2,4,4,2
31561952,Shrubland,Fallow land,2,3,3,4,4,4,4,2,2
31601976,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,4,4,4,3
31161704,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,2,4,1,2
31882142,Bareland,Fallow land,1,1,4,4,4,4,4,4,3
31842118,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,3,4,3,4,4,4,2
31181714,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,3
33943296,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,1
32062244,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,2,2
31521920,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,3
31621980,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,3,4,3,4,2,3,2
32202322,Shrubland,Semi-natural and natural areas not in use,3,4,4,4,4,3,4,4,1
31081642,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,1,4,4,3
34763716,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,1
31561934,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2
31902138,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,4,3
31201708,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,1,4,4,3,4,1,3
32102252,Bareland,Fallow land,1,1,4,4,4,4,4,4,2
34923790,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,4,4,2,1
31501886,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,3
31221710,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,2,3
32102244,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,1,2
31281744,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,2,4,4,3
32082228,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,1,4,4,4,4,2,4
31902120,Woodland,Forestry,3,3,2,4,4,4,4,4,3
31141652,Woodland,Forestry,4,4,4,4,4,1,4,4,3
33983292,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,3,4,4,4,2
31421824,Bareland,Fallow land,1,1,4,4,4,4,4,1,4
33262896,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,2
32242312,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,3,3,4,4,2
32222300,Grassland,Semi-natural and natural areas not in use,1,1,4,4,4,3,4,4,2
31301740,Woodland,Forestry,4,4,2,4,4,4,4,4,3
32002166,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,2,3
31301736,Woodland,Forestry,2,4,3,4,4,3,4,4,3
32142246,Grassland,Semi-natural and natural areas not in use,3,1,4,4,3,4,4,2,3
31501858,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,1,2
32002162,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2
32242304,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,1,3
31621930,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,4,2,4,2
32022172,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,4,4,3,2
32262314,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,4,4,4,2
31862074,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,3,4,3,2
31842060,Bareland,Fallow land,1,1,4,4,4,3,4,1,4
32042180,Grassland,Fallow land,2,2,1,4,4,3,4,4,2
31962130,Bareland,Fallow land,1,1,3,4,4,2,4,4,3
31721984,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,3,4,4,4,4,4,2
31561880,Bareland,Fallow land,1,1,4,4,4,4,4,4,2
31261692,Grassland,Fallow land,4,4,4,4,4,1,4,4,3
32042170,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,3,2
32262300,Woodland,Semi-natural and natural areas not in use,1,1,4,4,3,3,4,1,2
32062178,Bareland,Fallow land,1,1,4,4,4,3,4,3,3
32222272,Bareland,Fallow land,1,2,3,4,4,2,4,4,2
32202258,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,3
31721966,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,2
32282302,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,2,4,4,3,4,4,4
32202250,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,1,2
31341722,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3
31902066,Bareland,Fallow land,1,1,4,4,4,2,4,2,1
32082174,Grassland,Semi-natural and natural areas not in use,1,2,4,4,4,3,4,2,2
31541840,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,4,4,4,3
35063818,Shrubland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,1
31521826,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,4,4,4,3
32022132,Woodland,Forestry,3,3,1,4,4,3,4,4,2
31801998,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
32322306,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,3,4,1,3
31681918,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2
31781976,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,3,4,4,4,2
33282856,Grassland,"Amenities, museum, leisure (e.g. parks, botanical gardens)",4,4,4,4,2,4,4,4,1
32322300,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,3
32242250,Shrubland,Semi-natural and natural areas not in use,4,4,1,4,4,4,4,4,3
32042128,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,4,2
33342884,Bareland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,1,3
31721930,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,3,2
34143322,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2
31962076,Grassland,Semi-natural and natural areas not in use,1,1,4,4,4,3,4,1,3
33322870,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,3,4,4,2
31561826,Woodland,Other primary production,2,2,4,4,4,4,4,1,3
32082146,Shrubland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,3
32402336,Woodland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,1
31281644,Woodland,Semi-natural and natural areas not in use,3,2,4,4,3,2,4,4,3
32102154,Shrubland,Semi-natural and natural areas not in use,3,3,1,4,4,4,4,2,3
33442932,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,4,3
31621858,Bareland,Fallow land,1,1,4,4,4,4,4,4,2
31641870,Bareland,Fallow land,2,2,4,4,4,3,4,2,2
32402332,Woodland,Semi-natural and natural areas not in use,3,4,4,4,4,4,4,4,1
31661880,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,3
34123300,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2
32262242,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,1
32282252,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,2
31421712,Shrubland,Semi-natural and natural areas not in use,1,2,3,4,4,4,4,2,3
31881998,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,4,2
33422902,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2
32122142,Woodland,Semi-natural and natural areas not in use,2,3,2,4,4,4,4,4,3
31501756,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,4,4,1,2
32102126,Bareland,Fallow land,1,1,4,4,4,2,4,4,3
31962040,Bareland,Fallow land,1,1,1,4,4,3,4,4,2
35323916,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,1
31641838,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2
32282230,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,4
31321630,Shrubland,Semi-natural and natural areas not in use,1,1,4,4,4,1,4,4,3
31641834,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
31421694,Bareland,Fallow land,1,2,4,4,4,4,4,4,3
31681858,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
31501742,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,2,4,4,2
31701854,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2
32362256,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2
32162134,Woodland,Semi-natural and natural areas not in use,1,1,1,4,4,4,4,4,3
31701848,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
32342242,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,2,2
32182144,Shrubland,Semi-natural and natural areas not in use,1,1,4,4,4,2,4,4,2
31801908,Bareland,Fallow land,1,1,4,4,4,3,4,4,2
31761882,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,4,3
31661818,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2
31921978,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,4,2,4,3
35043748,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2
33422866,Woodland,Forestry,3,4,4,4,2,4,4,3,1
31681822,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,3
31501706,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,4,4,1,2
31441666,Woodland,Forestry,4,3,4,4,4,2,4,4,3
31901958,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,2
31881944,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,2
32022028,Bareland,Fallow land,1,1,4,4,4,2,4,4,3
32182122,Shrubland,Semi-natural and natural areas not in use,1,1,2,4,4,2,4,4,1
32402254,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2
32542338,Shrubland,Semi-natural and natural areas not in use,3,4,4,4,4,3,4,4,2
34003176,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,3,4,4,4,2
32042030,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,2,4,4,3
31841902,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,4,4,4,3
32102064,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,3,3
31801876,Bareland,Fallow land,1,1,4,4,4,4,4,4,3
33562926,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,3,1,3
32022010,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,3,3
31961968,Bareland,Fallow land,1,2,4,4,4,4,4,3,2
31801864,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,2
32142076,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,3,3
32442260,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,2
31861900,Bareland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,2,4,2
31621746,Bareland,Fallow land,1,1,1,4,4,4,4,1,2
32242132,Shrubland,Semi-natural and natural areas not in use,2,3,4,4,4,3,4,4,3
32142066,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,2,4,2,3
32062016,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,3,3
32021988,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,2
31881898,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,3,4,3,2
32302160,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,4,3
31801846,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,2
32422232,Woodland,Forestry,4,3,1,4,3,4,4,4,1
31721792,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,4,4,4,4
32062006,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,1,4,4,2
31561686,Grassland,Semi-natural and natural areas not in use,3,1,3,4,3,4,4,4,3
31901900,Bareland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,4,2,3,3
34503420,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,4
31501642,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,2,4,4,3
32162062,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3
